timestamp,elapsed_s,x_g,y_g,z_g,dx,dy,dz,dt_s
2026-04-04T16:51:51.150,245.569,-0.006,0.829,0.752,-0.185,-0.004,0.197,0.300
2026-04-04T16:51:51.451,245.871,0.269,0.902,0.404,0.275,0.073,-0.348,0.302
2026-04-04T16:51:51.754,246.174,0.313,0.792,0.479,0.044,-0.110,0.075,0.303
2026-04-04T16:51:52.061,246.481,0.211,0.833,0.481,-0.102,0.041,0.002,0.307
2026-04-04T16:51:52.365,246.784,0.099,0.926,0.532,-0.112,0.093,0.051,0.303
2026-04-04T16:51:52.668,247.087,0.236,0.904,0.438,0.137,-0.022,-0.094,0.303
2026-04-04T16:51:53.000,247.419,0.183,0.884,0.368,-0.053,-0.020,-0.070,0.332
2026-04-04T16:51:53.300,247.719,0.289,0.923,0.336,0.106,0.039,-0.032,0.300
2026-04-04T16:51:53.600,248.019,0.270,0.869,0.451,-0.019,-0.054,0.115,0.300
2026-04-04T16:51:53.900,248.319,0.425,0.773,0.476,0.155,-0.096,0.025,0.300
2026-04-04T16:51:54.200,248.619,0.210,0.830,0.632,-0.215,0.057,0.156,0.300
2026-04-04T16:51:54.500,248.919,0.302,0.808,0.521,0.092,-0.022,-0.111,0.300
2026-04-04T16:51:54.800,249.219,0.252,0.802,0.547,-0.050,-0.006,0.026,0.300
2026-04-04T16:51:55.100,249.519,0.253,0.802,0.541,0.001,0.000,-0.006,0.300
2026-04-04T16:51:55.400,249.819,0.248,0.816,0.549,-0.005,0.014,0.008,0.300
2026-04-04T16:51:55.703,250.122,0.308,0.825,0.516,0.060,0.009,-0.033,0.303
2026-04-04T16:51:56.006,250.425,0.281,0.851,0.489,-0.027,0.026,-0.027,0.303
2026-04-04T16:51:56.309,250.728,0.494,0.875,0.286,0.213,0.024,-0.203,0.303
2026-04-04T16:51:56.616,251.035,-0.271,0.688,0.741,-0.765,-0.187,0.455,0.307
2026-04-04T16:51:56.919,251.338,0.308,0.885,0.415,0.579,0.197,-0.326,0.303
2026-04-04T16:51:57.250,251.669,0.403,0.955,0.307,0.095,0.070,-0.108,0.331
2026-04-04T16:51:57.550,251.969,0.236,0.810,0.448,-0.167,-0.145,0.141,0.300
2026-04-04T16:51:57.850,252.269,0.318,0.808,0.592,0.082,-0.002,0.144,0.300
2026-04-04T16:51:58.150,252.569,0.419,0.784,0.496,0.101,-0.024,-0.096,0.300
2026-04-04T16:51:58.450,252.869,0.382,0.782,0.490,-0.037,-0.002,-0.006,0.300
2026-04-04T16:51:58.750,253.169,0.312,0.818,0.525,-0.070,0.036,0.035,0.300
2026-04-04T16:51:59.050,253.469,0.351,0.795,0.514,0.039,-0.023,-0.011,0.300
2026-04-04T16:51:59.350,253.769,0.354,0.805,0.509,0.003,0.010,-0.005,0.300
2026-04-04T16:51:59.651,254.070,0.344,0.791,0.521,-0.010,-0.014,0.012,0.301
2026-04-04T16:51:59.954,254.373,0.333,0.780,0.536,-0.011,-0.011,0.015,0.303
2026-04-04T16:52:00.257,254.676,0.315,0.802,0.520,-0.018,0.022,-0.016,0.303
2026-04-04T16:52:00.560,254.979,0.298,0.813,0.530,-0.017,0.011,0.010,0.303
2026-04-04T16:52:00.863,255.283,0.344,0.791,0.512,0.046,-0.022,-0.018,0.304
2026-04-04T16:52:01.200,255.619,0.344,0.793,0.521,0.000,0.002,0.009,0.336
2026-04-04T16:52:01.500,255.919,0.316,0.799,0.528,-0.028,0.006,0.007,0.300
2026-04-04T16:52:01.800,256.219,0.326,0.802,0.529,0.010,0.003,0.001,0.300
2026-04-04T16:52:02.100,256.519,0.336,0.788,0.528,0.010,-0.014,-0.001,0.300
2026-04-04T16:52:02.400,256.819,0.322,0.798,0.544,-0.014,0.010,0.016,0.300
2026-04-04T16:52:02.700,257.119,0.329,0.802,0.526,0.007,0.004,-0.018,0.300
2026-04-04T16:52:03.000,257.419,0.319,0.787,0.535,-0.010,-0.015,0.009,0.300
2026-04-04T16:52:03.300,257.719,0.330,0.791,0.530,0.011,0.004,-0.005,0.300
2026-04-04T16:52:03.600,258.019,0.307,0.778,0.533,-0.023,-0.013,0.003,0.300
2026-04-04T16:52:03.900,258.319,0.313,0.814,0.527,0.006,0.036,-0.006,0.300
2026-04-04T16:52:04.205,258.625,0.328,0.788,0.544,0.015,-0.026,0.017,0.306
2026-04-04T16:52:04.508,258.928,0.302,0.788,0.526,-0.026,0.000,-0.018,0.303
2026-04-04T16:52:04.812,259.231,0.305,0.807,0.526,0.003,0.019,0.000,0.303
2026-04-04T16:52:05.115,259.534,0.092,0.879,0.506,-0.213,0.072,-0.020,0.303
2026-04-04T16:52:05.450,259.869,0.226,0.786,0.567,0.134,-0.093,0.061,0.335
2026-04-04T16:52:05.750,260.169,0.252,0.822,0.528,0.026,0.036,-0.039,0.300
2026-04-04T16:52:06.050,260.469,0.202,0.817,0.546,-0.050,-0.005,0.018,0.300
2026-04-04T16:52:06.350,260.769,0.229,0.822,0.535,0.027,0.005,-0.011,0.300
2026-04-04T16:52:06.650,261.069,0.222,0.824,0.546,-0.007,0.002,0.011,0.300
2026-04-04T16:52:06.950,261.369,0.124,0.771,0.630,-0.098,-0.053,0.084,0.300
2026-04-04T16:52:07.250,261.669,0.182,0.821,0.523,0.058,0.050,-0.107,0.300
2026-04-04T16:52:07.550,261.969,0.222,0.874,0.503,0.040,0.053,-0.020,0.300
2026-04-04T16:52:07.850,262.269,0.283,0.833,0.478,0.061,-0.041,-0.025,0.300
2026-04-04T16:52:08.150,262.569,0.182,0.865,0.488,-0.101,0.032,0.010,0.300
2026-04-04T16:52:08.453,262.872,0.331,0.790,0.478,0.149,-0.075,-0.010,0.303
2026-04-04T16:52:08.756,263.175,0.248,0.796,0.559,-0.083,0.006,0.081,0.303
2026-04-04T16:52:09.063,263.482,0.251,0.834,0.531,0.003,0.038,-0.028,0.307
2026-04-04T16:52:09.366,263.785,0.249,0.811,0.536,-0.002,-0.023,0.005,0.303
2026-04-04T16:52:09.669,264.088,0.248,0.820,0.543,-0.001,0.009,0.007,0.303
2026-04-04T16:52:10.000,264.419,0.231,0.809,0.567,-0.017,-0.011,0.024,0.331
2026-04-04T16:52:10.300,264.719,0.200,0.786,0.582,-0.031,-0.023,0.015,0.300
2026-04-04T16:52:10.600,265.019,0.181,0.801,0.587,-0.019,0.015,0.005,0.300
2026-04-04T16:52:10.900,265.319,0.111,0.777,0.650,-0.070,-0.024,0.063,0.300
2026-04-04T16:52:11.200,265.619,0.077,0.809,0.621,-0.034,0.032,-0.029,0.300
2026-04-04T16:52:11.500,265.919,0.165,0.788,0.600,0.088,-0.021,-0.021,0.300
2026-04-04T16:52:11.800,266.219,0.219,0.810,0.576,0.054,0.022,-0.024,0.300
2026-04-04T16:52:12.100,266.519,0.164,0.804,0.591,-0.055,-0.006,0.015,0.300
2026-04-04T16:52:12.401,266.820,0.082,0.823,0.505,-0.082,0.019,-0.086,0.301
2026-04-04T16:52:12.704,267.123,0.193,0.826,0.570,0.111,0.003,0.065,0.303
2026-04-04T16:52:13.007,267.426,0.208,0.840,0.519,0.015,0.014,-0.051,0.303
2026-04-04T16:52:13.310,267.730,0.220,0.795,0.543,0.012,-0.045,0.024,0.304
2026-04-04T16:52:13.613,268.033,0.258,0.872,0.498,0.038,0.077,-0.045,0.303
2026-04-04T16:52:13.950,268.369,0.248,0.846,0.500,-0.010,-0.026,0.002,0.336
2026-04-04T16:52:14.250,268.669,-0.064,0.769,0.741,-0.312,-0.077,0.241,0.300
2026-04-04T16:52:14.550,268.969,0.151,0.920,0.306,0.215,0.151,-0.435,0.300
2026-04-04T16:52:14.850,269.269,0.128,0.875,0.530,-0.023,-0.045,0.224,0.300
2026-04-04T16:52:15.150,269.569,0.269,0.867,0.468,0.141,-0.008,-0.062,0.300
2026-04-04T16:52:15.450,269.869,0.196,0.868,0.499,-0.073,0.001,0.031,0.300
2026-04-04T16:52:15.750,270.169,0.240,0.938,0.174,0.044,0.070,-0.325,0.300
2026-04-04T16:52:16.049,270.469,0.303,0.932,0.298,0.063,-0.006,0.124,0.300
2026-04-04T16:52:16.350,270.769,0.474,1.026,0.271,0.171,0.094,-0.027,0.300
2026-04-04T16:52:16.652,271.072,0.355,0.741,0.534,-0.119,-0.285,0.263,0.303
2026-04-04T16:52:16.955,271.375,0.300,0.833,0.476,-0.055,0.092,-0.058,0.303
2026-04-04T16:52:17.259,271.678,0.250,0.836,0.472,-0.050,0.003,-0.004,0.303
2026-04-04T16:52:17.562,271.981,0.235,0.869,0.459,-0.015,0.033,-0.013,0.303
2026-04-04T16:52:17.865,272.284,-0.067,0.842,0.629,-0.302,-0.027,0.170,0.303
2026-04-04T16:52:18.200,272.619,0.110,0.865,0.278,0.177,0.023,-0.351,0.335
2026-04-04T16:52:18.500,272.919,0.335,0.883,0.229,0.225,0.018,-0.049,0.300
2026-04-04T16:52:18.800,273.219,0.236,0.764,0.376,-0.099,-0.119,0.147,0.300
2026-04-04T16:52:19.100,273.519,0.277,0.866,0.501,0.041,0.102,0.125,0.300
2026-04-04T16:52:19.400,273.819,0.246,0.901,0.282,-0.031,0.035,-0.219,0.300
2026-04-04T16:52:19.700,274.119,0.249,0.886,0.452,0.003,-0.015,0.170,0.300
2026-04-04T16:52:20.000,274.419,0.246,0.893,0.449,-0.003,0.007,-0.003,0.300
2026-04-04T16:52:20.300,274.719,0.243,0.892,0.396,-0.003,-0.001,-0.053,0.300
2026-04-04T16:52:20.600,275.019,0.266,1.081,0.241,0.023,0.189,-0.155,0.300
2026-04-04T16:52:20.900,275.319,0.176,0.913,0.669,-0.090,-0.168,0.428,0.300
2026-04-04T16:52:21.207,275.626,0.300,0.935,0.289,0.124,0.022,-0.380,0.307
2026-04-04T16:52:21.510,275.929,0.288,0.889,0.462,-0.012,-0.046,0.173,0.303
2026-04-04T16:52:21.813,276.232,0.275,0.808,0.557,-0.013,-0.081,0.095,0.303
2026-04-04T16:52:22.116,276.535,0.154,0.716,0.587,-0.121,-0.092,0.030,0.303
2026-04-04T16:52:22.419,276.838,0.201,0.604,0.631,0.047,-0.112,0.044,0.303
2026-04-04T16:52:22.750,277.169,0.060,0.731,0.777,-0.141,0.127,0.146,0.331
2026-04-04T16:52:23.050,277.469,0.065,0.598,0.705,0.005,-0.133,-0.072,0.300
2026-04-04T16:52:23.350,277.769,0.245,0.732,0.470,0.180,0.134,-0.235,0.300
2026-04-04T16:52:23.650,278.069,0.263,0.594,0.882,0.018,-0.138,0.412,0.300
2026-04-04T16:52:23.950,278.369,0.053,0.772,0.364,-0.210,0.178,-0.518,0.300
2026-04-04T16:52:24.250,278.669,0.444,0.902,0.248,0.391,0.130,-0.116,0.300
2026-04-04T16:52:24.550,278.969,0.330,0.890,0.290,-0.114,-0.012,0.042,0.300
2026-04-04T16:52:24.850,279.269,0.522,0.876,0.261,0.192,-0.014,-0.029,0.300
2026-04-04T16:52:25.151,279.570,0.414,0.889,0.328,-0.108,0.013,0.067,0.301
2026-04-04T16:52:25.454,279.873,0.517,0.900,0.436,0.103,0.011,0.108,0.303
2026-04-04T16:52:25.757,280.176,0.317,0.887,0.396,-0.200,-0.013,-0.040,0.303
2026-04-04T16:52:26.064,280.484,0.277,1.099,0.337,-0.040,0.212,-0.059,0.308
2026-04-04T16:52:26.367,280.787,0.317,0.825,0.301,0.040,-0.274,-0.036,0.303
2026-04-04T16:52:26.700,281.119,0.495,0.837,0.528,0.178,0.012,0.227,0.332
2026-04-04T16:52:27.000,281.419,0.415,0.936,0.096,-0.080,0.099,-0.432,0.300
2026-04-04T16:52:27.300,281.719,0.221,0.839,0.017,-0.194,-0.097,-0.079,0.300
2026-04-04T16:52:27.600,282.019,0.563,0.806,0.170,0.342,-0.033,0.153,0.300
2026-04-04T16:52:27.900,282.319,0.499,0.839,0.219,-0.064,0.033,0.049,0.300
2026-04-04T16:52:28.200,282.619,0.517,0.853,0.201,0.018,0.014,-0.018,0.300
2026-04-04T16:52:28.500,282.919,0.574,0.848,0.134,0.057,-0.005,-0.067,0.300
2026-04-04T16:52:28.800,283.219,0.341,0.910,0.292,-0.233,0.062,0.158,0.300
2026-04-04T16:52:29.100,283.519,0.518,0.791,0.116,0.177,-0.119,-0.176,0.300
2026-04-04T16:52:29.402,283.822,0.397,0.977,0.168,-0.121,0.186,0.052,0.303
2026-04-04T16:52:29.705,284.125,0.450,0.867,0.217,0.053,-0.110,0.049,0.303
2026-04-04T16:52:30.009,284.428,0.441,0.840,0.269,-0.009,-0.027,0.052,0.303
2026-04-04T16:52:30.312,284.731,0.445,0.878,0.203,0.004,0.038,-0.066,0.303
2026-04-04T16:52:30.615,285.034,0.434,0.922,0.183,-0.011,0.044,-0.020,0.303
2026-04-04T16:52:30.950,285.369,0.441,0.911,0.193,0.007,-0.011,0.010,0.335
2026-04-04T16:52:31.249,285.669,0.473,0.866,0.212,0.032,-0.045,0.019,0.300
2026-04-04T16:52:31.549,285.969,0.477,0.851,0.208,0.004,-0.015,-0.004,0.300
2026-04-04T16:52:31.849,286.269,0.486,0.877,0.159,0.009,0.026,-0.049,0.300
2026-04-04T16:52:32.149,286.569,0.451,0.875,0.208,-0.035,-0.002,0.049,0.300
2026-04-04T16:52:32.450,286.869,0.482,0.904,0.176,0.031,0.029,-0.032,0.300
2026-04-04T16:52:32.749,287.169,0.468,0.878,0.216,-0.014,-0.026,0.040,0.300
2026-04-04T16:52:33.049,287.469,0.474,0.859,0.192,0.006,-0.019,-0.024,0.300
2026-04-04T16:52:33.351,287.770,0.471,0.850,0.224,-0.003,-0.009,0.032,0.301
2026-04-04T16:52:33.654,288.073,0.473,0.863,0.202,0.002,0.013,-0.022,0.303
2026-04-04T16:52:33.957,288.376,0.478,0.854,0.228,0.005,-0.009,0.026,0.303
2026-04-04T16:52:34.260,288.679,0.470,0.872,0.231,-0.008,0.018,0.003,0.303
2026-04-04T16:52:34.563,288.982,0.499,0.857,0.189,0.029,-0.015,-0.042,0.303
2026-04-04T16:52:34.899,289.319,0.461,0.890,0.184,-0.038,0.033,-0.005,0.337
2026-04-04T16:52:35.199,289.619,0.422,0.885,0.215,-0.039,-0.005,0.031,0.300
2026-04-04T16:52:35.499,289.919,0.492,0.908,0.129,0.070,0.023,-0.086,0.300
2026-04-04T16:52:35.799,290.219,0.440,0.886,0.180,-0.052,-0.022,0.051,0.300
2026-04-04T16:52:36.099,290.519,0.440,0.912,0.203,0.000,0.026,0.023,0.300
2026-04-04T16:52:36.399,290.819,0.358,0.941,0.190,-0.082,0.029,-0.013,0.300
2026-04-04T16:52:36.699,291.119,0.485,0.850,0.493,0.127,-0.091,0.303,0.300
2026-04-04T16:52:37.000,291.419,0.522,0.762,-0.252,0.037,-0.088,-0.745,0.300
2026-04-04T16:52:37.299,291.719,0.548,0.824,-0.149,0.026,0.062,0.103,0.300
2026-04-04T16:52:37.602,292.021,0.623,0.717,-0.372,0.075,-0.107,-0.223,0.302
2026-04-04T16:52:37.905,292.324,0.455,0.787,-0.292,-0.168,0.070,0.080,0.303
2026-04-04T16:52:38.208,292.627,0.567,0.794,-0.209,0.112,0.007,0.083,0.303
2026-04-04T16:52:38.511,292.931,0.586,0.783,-0.205,0.019,-0.011,0.004,0.304
2026-04-04T16:52:38.814,293.234,0.643,0.794,-0.178,0.057,0.011,0.027,0.303
2026-04-04T16:52:39.117,293.537,0.664,0.729,0.078,0.021,-0.065,0.256,0.303
2026-04-04T16:52:39.449,293.869,0.586,0.757,-0.028,-0.078,0.028,-0.106,0.332
2026-04-04T16:52:39.749,294.169,0.098,0.161,0.011,-0.488,-0.596,0.039,0.300
2026-04-04T16:52:40.049,294.469,0.706,0.735,-0.150,0.608,0.574,-0.161,0.300
2026-04-04T16:52:40.349,294.769,0.672,0.646,-0.213,-0.034,-0.089,-0.063,0.300
2026-04-04T16:52:40.650,295.069,0.466,0.750,-0.364,-0.206,0.104,-0.151,0.300
2026-04-04T16:52:40.949,295.369,0.062,0.314,-1.066,-0.404,-0.436,-0.702,0.300
2026-04-04T16:52:41.249,295.669,0.123,0.224,-0.956,0.061,-0.090,0.110,0.300
2026-04-04T16:52:41.549,295.969,0.121,0.218,-0.959,-0.002,-0.006,-0.003,0.300
2026-04-04T16:52:41.849,296.269,0.121,0.227,-0.953,0.000,0.009,0.006,0.300
2026-04-04T16:52:42.152,296.572,0.122,0.221,-0.970,0.001,-0.006,-0.017,0.303
2026-04-04T16:52:42.460,296.879,0.123,0.207,-0.953,0.001,-0.014,0.017,0.307
2026-04-04T16:52:42.763,297.182,0.128,0.224,-0.968,0.005,0.017,-0.015,0.303
2026-04-04T16:52:43.066,297.485,0.128,0.222,-0.962,0.000,-0.002,0.006,0.303
2026-04-04T16:52:43.369,297.788,0.126,0.223,-0.967,-0.002,0.001,-0.005,0.303
2026-04-04T16:52:43.699,298.119,0.128,0.224,-0.964,0.002,0.001,0.003,0.331
2026-04-04T16:52:43.999,298.419,0.128,0.219,-0.959,0.000,-0.005,0.005,0.300
2026-04-04T16:52:44.299,298.719,0.127,0.217,-0.955,-0.001,-0.002,0.004,0.300
2026-04-04T16:52:44.599,299.019,0.125,0.218,-0.952,-0.002,0.001,0.003,0.300
2026-04-04T16:52:44.899,299.319,0.131,0.222,-0.962,0.006,0.004,-0.010,0.300
2026-04-04T16:52:45.199,299.619,0.132,0.221,-0.956,0.001,-0.001,0.006,0.300
2026-04-04T16:52:45.499,299.919,0.124,0.221,-0.957,-0.008,0.000,-0.001,0.300
2026-04-04T16:52:45.799,300.219,0.127,0.221,-0.960,0.003,0.000,-0.003,0.300
2026-04-04T16:52:46.101,300.520,0.131,0.222,-0.959,0.004,0.001,0.001,0.301
2026-04-04T16:52:46.404,300.823,0.128,0.224,-0.968,-0.003,0.002,-0.009,0.303
2026-04-04T16:52:46.707,301.126,0.128,0.221,-0.963,0.000,-0.003,0.005,0.303
2026-04-04T16:52:47.010,301.429,0.131,0.225,-0.965,0.003,0.004,-0.002,0.303
2026-04-04T16:52:47.317,301.736,0.133,0.222,-0.956,0.002,-0.003,0.009,0.307
2026-04-04T16:52:47.649,302.069,0.131,0.218,-0.965,-0.002,-0.004,-0.009,0.333
2026-04-04T16:52:47.949,302.369,0.128,0.225,-0.963,-0.003,0.007,0.002,0.300
2026-04-04T16:52:48.249,302.669,0.135,0.225,-0.966,0.007,0.000,-0.003,0.300
2026-04-04T16:52:48.549,302.969,0.132,0.216,-0.958,-0.003,-0.009,0.008,0.300
2026-04-04T16:52:48.849,303.269,0.135,0.222,-0.959,0.003,0.006,-0.001,0.300
2026-04-04T16:52:49.149,303.569,0.135,0.224,-0.961,0.000,0.002,-0.002,0.300
2026-04-04T16:52:49.449,303.869,0.137,0.220,-0.961,0.002,-0.004,0.000,0.300
2026-04-04T16:52:49.750,304.169,0.136,0.220,-0.961,-0.001,0.000,0.000,0.300
2026-04-04T16:52:50.049,304.469,0.136,0.221,-0.964,0.000,0.001,-0.003,0.300
2026-04-04T16:52:50.352,304.771,0.135,0.223,-0.958,-0.001,0.002,0.006,0.302
2026-04-04T16:52:50.655,305.074,0.133,0.221,-0.958,-0.002,-0.002,0.000,0.303
2026-04-04T16:52:50.958,305.378,0.135,0.219,-0.955,0.002,-0.002,0.003,0.304
2026-04-04T16:52:51.261,305.681,0.133,0.221,-0.960,-0.002,0.002,-0.005,0.303
2026-04-04T16:52:51.564,305.984,0.134,0.225,-0.959,0.001,0.004,0.001,0.303
2026-04-04T16:52:51.899,306.319,0.133,0.224,-0.957,-0.001,-0.001,0.002,0.335
2026-04-04T16:52:52.199,306.619,0.133,0.215,-0.955,0.000,-0.009,0.002,0.300
2026-04-04T16:52:52.500,306.919,0.135,0.224,-0.959,0.002,0.009,-0.004,0.300
2026-04-04T16:52:52.799,307.219,0.138,0.226,-0.964,0.003,0.002,-0.005,0.300
2026-04-04T16:52:53.099,307.519,0.135,0.218,-0.956,-0.003,-0.008,0.008,0.300
2026-04-04T16:52:53.399,307.819,0.137,0.224,-0.954,0.002,0.006,0.002,0.300
2026-04-04T16:52:53.699,308.119,0.136,0.226,-0.961,-0.001,0.002,-0.007,0.300
2026-04-04T16:52:53.999,308.419,0.131,0.222,-0.961,-0.005,-0.004,0.000,0.300
2026-04-04T16:52:54.299,308.719,0.132,0.222,-0.955,0.001,0.000,0.006,0.300
2026-04-04T16:52:54.603,309.023,0.137,0.219,-0.963,0.005,-0.003,-0.008,0.304
2026-04-04T16:52:54.907,309.326,0.140,0.221,-0.956,0.003,0.002,0.007,0.303
2026-04-04T16:52:55.210,309.629,0.138,0.223,-0.960,-0.002,0.002,-0.004,0.303
2026-04-04T16:52:55.513,309.932,0.136,0.223,-0.955,-0.002,0.000,0.005,0.303
2026-04-04T16:52:55.816,310.235,0.137,0.228,-0.954,0.001,0.005,0.001,0.303
2026-04-04T16:52:56.119,310.538,0.141,0.221,-0.957,0.004,-0.007,-0.003,0.303
2026-04-04T16:52:56.449,310.869,0.137,0.223,-0.953,-0.004,0.002,0.004,0.331
2026-04-04T16:52:56.749,311.169,0.134,0.225,-0.955,-0.003,0.002,-0.002,0.300
2026-04-04T16:52:57.049,311.469,0.142,0.223,-0.958,0.008,-0.002,-0.003,0.300
2026-04-04T16:52:57.349,311.769,0.139,0.221,-0.960,-0.003,-0.002,-0.002,0.300
2026-04-04T16:52:57.649,312.069,0.139,0.229,-0.952,0.000,0.008,0.008,0.300
2026-04-04T16:52:57.949,312.369,0.139,0.216,-0.954,0.000,-0.013,-0.002,0.300
2026-04-04T16:52:58.249,312.669,0.134,0.214,-0.949,-0.005,-0.002,0.005,0.300
2026-04-04T16:52:58.549,312.969,0.143,0.219,-0.960,0.009,0.005,-0.011,0.300
